Gender,Age,Class,Section,Math_Score,Science_Score,English_Score,Attendance_Percentage,Study_Hours_per_Week,Internet_Access,Parental_Education,Family_Income,Extracurricular_Participation,Health_Issues,Assignment_Submission_Rate,Result,Exam_Year,Exam_Month,Exam_date,Exam_DayofWeek,Family_Income_log
female,18.0,12,C,40.0,34.0,53.0,91.11,28.0,no,post_graduate,155000.0,yes,diabetes,0.96,pass,2022.0,June,25.0,Saturday,11.951186847493476
unknown,16.0,12,A,33.0,9.0,7.0,98.28,40.0,yes,graduate,85000.0,yes,not_reported,0.73,pass,2022.0,May,4.0,Wednesday,11.350418300109132
male,15.0,11,C,8.0,8.0,61.0,94.01,9.0,no,not_reported,160000.0,yes,not_reported,0.98,fail,2025.0,May,16.0,Friday,11.982935344196433
female,17.0,11,D,66.0,12.0,25.0,53.49,1.0,yes,graduate,35000.0,sometimes,depression,0.05,pass,2021.0,October,5.0,Tuesday,10.463131911491967
female,17.0,11,D,67.0,73.0,61.0,73.11,34.0,no,not_reported,60000.0,sometimes,not_reported,0.53,fail,2019.0,October,16.0,Wednesday,11.002116507732017
female,16.0,12,B,48.0,51.0,25.0,56.06,8.0,yes,not_reported,55000.0,sometimes,depression,0.2,fail,2025.0,August,6.0,Wednesday,10.915106645867503
female,17.0,10,C,24.0,98.0,90.0,86.81,38.0,no,graduate,135000.0,sometimes,not_reported,0.47,pass,2022.0,July,25.0,Monday,11.813037464800539
female,16.0,12,C,26.0,24.0,41.0,73.45,20.0,no,high_school,170000.0,no,not_reported,0.58,fail,2024.0,November,25.0,Monday,12.04355959836804
unknown,15.0,11,D,99.0,69.0,6.0,54.87,7.0,no,not_reported,65000.0,sometimes,anxiety,0.09,fail,2024.0,November,6.0,Wednesday,11.082157933374816
male,17.0,11,B,51.0,60.0,75.0,68.11,37.0,no,not_reported,30000.0,yes,depression,0.19,pass,2019.0,May,21.0,Tuesday,10.308985993422082
unknown,17.0,11,A,77.0,55.0,7.0,97.81,0.0,yes,graduate,30000.0,sometimes,diabetes,0.38,fail,2024.0,June,18.0,Thursday,10.308985993422082
male,16.0,12,D,40.0,88.0,4.0,97.09,20.0,yes,graduate,170000.0,no,not_reported,0.5,pass,2019.0,October,10.0,Thursday,12.04355959836804
male,17.0,10,B,85.0,26.0,43.0,53.28,25.0,yes,post_graduate,115000.0,no,anxiety,0.67,fail,2019.0,December,2.0,Monday,11.652696102959753
female,16.0,12,A,50.0,37.0,30.0,66.03,30.0,yes,graduate,135000.0,sometimes,diabetes,0.22,pass,2019.0,November,20.0,Wednesday,11.813037464800539
unknown,17.0,11,D,39.0,26.0,5.0,61.73,23.0,no,post_graduate,90000.0,no,asthma,0.37,fail,2022.0,August,28.0,Sunday,11.407576060361786
unknown,16.0,12,B,57.0,58.0,30.0,57.1,15.0,yes,high_school,115000.0,no,not_reported,0.88,fail,2021.0,February,16.0,Tuesday,11.652696102959753
male,17.0,11,A,8.0,77.0,91.0,99.47,20.0,yes,not_reported,15000.0,no,not_reported,0.44,fail,2025.0,February,1.0,Saturday,9.61587214452889
male,17.0,11,B,51.0,85.0,84.0,60.99,1.0,no,post_graduate,170000.0,sometimes,not_reported,0.1,fail,2025.0,October,24.0,Friday,12.04355959836804
male,18.0,11,A,81.0,47.0,13.0,70.21,20.0,yes,post_graduate,90000.0,no,anxiety,0.72,pass,2021.0,April,30.0,Friday,11.407576060361786
female,17.0,11,A,6.0,51.0,6.0,71.68,1.0,yes,post_graduate,90000.0,yes,asthma,0.56,fail,2020.0,June,10.0,Wednesday,11.407576060361786
male,15.0,12,D,56.0,79.0,60.0,67.46,13.0,yes,not_reported,75000.0,no,not_reported,0.73,fail,2019.0,December,5.0,Thursday,11.225256725762893
female,18.0,12,B,91.0,4.0,50.0,55.24,37.0,yes,not_reported,175000.0,no,not_reported,0.98,fail,2020.0,May,14.0,Thursday,12.07254696717504
female,17.0,11,B,50.0,55.0,33.0,63.7,34.0,yes,post_graduate,150000.0,sometimes,depression,0.35,fail,2021.0,April,15.0,Thursday,11.918397239722838
unknown,16.0,12,B,0.0,58.0,46.0,68.15,13.0,no,graduate,160000.0,sometimes,not_reported,0.97,fail,2018.0,April,12.0,Thursday,11.982935344196433
male,17.0,11,D,99.0,75.0,63.0,46.41,20.0,yes,post_graduate,105000.0,sometimes,anxiety,0.3,fail,2018.0,July,21.0,Saturday,11.561725152903833
unknown,17.0,11,B,96.0,88.0,53.0,51.74,20.0,yes,graduate,20000.0,sometimes,depression,0.56,pass,2018.0,November,12.0,Monday,9.90353755128617
female,18.0,11,B,68.0,76.0,30.0,73.01,15.0,no,not_reported,115000.0,sometimes,diabetes,0.02,pass,2024.0,November,24.0,Sunday,11.652696102959753
female,17.0,12,B,68.0,71.0,16.0,44.15,21.0,yes,graduate,140000.0,yes,depression,0.54,pass,2022.0,December,9.0,Friday,11.849404844423074
female,17.0,11,B,93.0,92.0,33.0,62.52,40.0,no,post_graduate,9999999.0,no,not_reported,0.09,fail,2022.0,January,12.0,Wednesday,16.11809565095832
female,16.0,10,A,12.0,60.0,56.0,76.4,13.0,no,not_reported,100000.0,yes,not_reported,0.45,fail,2018.0,August,11.0,Saturday,11.51293546492023
male,17.0,10,A,96.0,13.0,93.0,87.84,20.0,no,graduate,145000.0,sometimes,not_reported,0.25,fail,2021.0,January,1.0,Friday,11.884495917930655
female,17.0,11,A,53.0,31.0,32.0,72.25,25.0,yes,high_school,35000.0,no,not_reported,0.07,fail,2025.0,November,4.0,Tuesday,10.463131911491967
unknown,16.0,12,D,65.0,42.0,76.0,95.56,7.0,no,post_graduate,55000.0,yes,not_reported,0.34,fail,2021.0,March,29.0,Monday,10.915106645867503
female,16.0,11,B,71.0,39.0,1.0,57.67,1.0,no,high_school,85000.0,sometimes,asthma,0.49,pass,2022.0,October,7.0,Friday,11.350418300109132
male,17.0,11,B,10.0,34.0,27.0,78.55,19.0,yes,high_school,140000.0,sometimes,asthma,0.4,fail,2021.0,July,9.0,Friday,11.849404844423074
female,17.0,11,A,33.0,98.0,76.0,56.78,18.0,no,post_graduate,15000.0,yes,not_reported,0.77,pass,2018.0,November,16.0,Friday,9.61587214452889
male,17.0,11,B,67.0,4.0,36.0,95.33,14.0,yes,graduate,110000.0,yes,not_reported,0.13,pass,2019.0,December,16.0,Monday,11.608244735642321
female,16.0,12,D,26.0,67.0,21.0,62.01,31.0,no,post_graduate,90000.0,sometimes,diabetes,0.59,pass,2019.0,February,2.0,Saturday,11.407576060361786
female,17.0,10,A,9.0,9.0,19.0,62.35,20.0,yes,post_graduate,50000.0,sometimes,diabetes,0.94,fail,2024.0,February,13.0,Tuesday,10.819798284210286
female,16.0,12,D,48.0,90.0,77.0,67.3,8.0,no,not_reported,110000.0,sometimes,not_reported,0.96,fail,2024.0,July,8.0,Monday,11.608244735642321
male,16.0,11,B,86.0,78.0,61.0,97.37,20.0,yes,post_graduate,160000.0,yes,anxiety,0.55,fail,2024.0,May,12.0,Sunday,11.982935344196433
male,16.0,12,C,48.0,78.0,67.0,62.88,0.0,yes,not_reported,100000.0,yes,depression,0.83,fail,2021.0,June,9.0,Wednesday,11.51293546492023
unknown,17.0,10,D,11.0,43.0,91.0,90.88,20.0,no,post_graduate,15000.0,sometimes,asthma,0.26,pass,2022.0,January,1.0,Saturday,9.61587214452889
female,16.0,12,B,29.0,43.0,43.0,64.33,2.0,yes,not_reported,50000.0,sometimes,not_reported,0.05,pass,2024.0,July,12.0,Friday,10.819798284210286
unknown,17.0,10,C,61.0,49.0,36.0,50.09,11.0,yes,post_graduate,165000.0,yes,depression,0.36,pass,2020.0,August,4.0,Tuesday,12.013706813470414
female,16.0,12,B,98.0,95.0,82.0,61.58,20.0,no,not_reported,125000.0,sometimes,not_reported,0.02,pass,2020.0,March,20.0,Friday,11.736077016252437
female,17.0,11,A,29.0,47.0,50.0,78.69,28.0,yes,not_reported,90000.0,sometimes,anxiety,0.38,fail,2024.0,July,5.0,Friday,11.407576060361786
male,16.0,12,B,2.0,100.0,31.0,75.63,20.0,yes,high_school,9999999.0,no,not_reported,0.44,fail,2018.0,June,3.0,Sunday,16.11809565095832
unknown,17.0,11,A,51.0,37.0,51.0,79.77,17.0,yes,graduate,170000.0,sometimes,diabetes,0.37,pass,2022.0,April,18.0,Monday,12.04355959836804
unknown,18.0,11,B,44.0,48.0,33.0,57.63,29.0,no,not_reported,20000.0,yes,depression,0.16,fail,2018.0,August,19.0,Sunday,9.90353755128617
female,17.0,11,B,16.0,37.0,62.0,61.93,11.0,yes,not_reported,85000.0,sometimes,asthma,0.78,fail,2021.0,May,23.0,Sunday,11.350418300109132
male,17.0,10,A,21.0,38.0,42.0,51.02,10.0,no,not_reported,50000.0,sometimes,diabetes,0.43,pass,2023.0,March,4.0,Saturday,10.819798284210286
female,17.0,11,A,25.0,99.0,36.0,44.07,17.0,yes,graduate,9999999.0,sometimes,depression,0.78,fail,2025.0,November,1.0,Saturday,16.11809565095832
female,17.0,10,D,77.0,59.0,52.0,60.82,33.0,no,not_reported,65000.0,sometimes,not_reported,0.68,pass,2022.0,July,3.0,Sunday,11.082157933374816
female,17.0,11,B,42.0,22.0,20.0,79.08,9.0,yes,not_reported,95000.0,sometimes,diabetes,0.89,pass,2024.0,November,24.0,Sunday,11.461642696843066
female,17.0,11,A,19.0,29.0,44.0,89.79,28.0,no,post_graduate,110000.0,sometimes,asthma,1.0,pass,2018.0,January,23.0,Tuesday,11.608244735642321
female,17.0,11,A,92.0,65.0,59.0,82.46,2.0,no,graduate,95000.0,no,not_reported,0.03,pass,2024.0,April,29.0,Monday,11.461642696843066
unknown,17.0,11,B,0.0,21.0,25.0,92.6,20.0,yes,not_reported,145000.0,no,not_reported,0.31,pass,2023.0,February,22.0,Wednesday,11.884495917930655
female,17.0,10,A,57.0,57.0,72.0,58.42,20.0,no,graduate,95000.0,sometimes,depression,0.1,fail,2025.0,October,10.0,Friday,11.461642696843066
male,16.0,12,D,50.0,19.0,48.0,63.16,38.0,yes,post_graduate,55000.0,yes,not_reported,1.0,fail,2024.0,September,1.0,Sunday,10.915106645867503
female,17.0,10,A,22.0,92.0,19.0,83.74,20.0,no,graduate,20000.0,sometimes,not_reported,0.44,fail,2020.0,June,18.0,Thursday,9.90353755128617
female,17.0,10,B,49.0,21.0,53.0,59.32,18.0,no,graduate,30000.0,sometimes,not_reported,0.55,pass,2023.0,June,14.0,Wednesday,10.308985993422082
male,16.0,12,C,23.0,28.0,24.0,55.55,32.0,no,post_graduate,70000.0,yes,diabetes,0.98,fail,2021.0,November,29.0,Monday,11.156264806643742
unknown,16.0,12,B,28.0,74.0,49.0,58.14,28.0,yes,post_graduate,20000.0,sometimes,asthma,0.3,fail,2023.0,August,2.0,Wednesday,9.90353755128617
female,17.0,11,C,34.0,47.0,59.0,62.54,29.0,yes,graduate,9999999.0,yes,diabetes,0.64,fail,2019.0,February,17.0,Sunday,16.11809565095832
male,17.0,10,A,13.0,70.0,44.0,44.73,4.0,yes,post_graduate,35000.0,no,not_reported,0.26,pass,2020.0,June,28.0,Sunday,10.463131911491967
male,16.0,12,B,17.0,98.0,83.0,75.03,28.0,yes,post_graduate,100000.0,sometimes,not_reported,0.21,pass,2020.0,March,16.0,Monday,11.51293546492023
female,17.0,11,D,26.0,51.0,54.0,71.52,14.0,no,not_reported,195000.0,no,not_reported,0.48,pass,2021.0,November,6.0,Saturday,12.180759965737863
male,18.0,11,A,73.0,99.0,46.0,91.11,39.0,yes,graduate,100000.0,yes,not_reported,0.14,pass,2023.0,April,2.0,Sunday,11.51293546492023
female,16.0,12,A,39.0,19.0,77.0,97.95,20.0,no,not_reported,105000.0,sometimes,not_reported,0.94,pass,2018.0,September,4.0,Tuesday,11.561725152903833
male,15.0,12,D,73.0,99.0,1.0,56.05,27.0,yes,not_reported,10000.0,yes,not_reported,0.55,fail,2019.0,July,6.0,Saturday,9.210440366976517
unknown,16.0,12,B,74.0,93.0,61.0,94.68,23.0,no,post_graduate,115000.0,sometimes,depression,0.62,fail,2021.0,August,11.0,Wednesday,11.652696102959753
female,18.0,12,A,46.0,15.0,2.0,76.69,22.0,no,graduate,180000.0,sometimes,not_reported,0.8,pass,2022.0,August,16.0,Tuesday,12.100717685412471
unknown,17.0,12,C,24.0,65.0,53.0,95.97,20.0,no,graduate,185000.0,no,asthma,0.77,fail,2019.0,May,18.0,Saturday,12.128116509451258
female,17.0,11,C,22.0,48.0,62.0,64.62,18.0,yes,graduate,120000.0,sometimes,diabetes,0.17,pass,2021.0,February,12.0,Friday,11.695255355062795
female,16.0,12,A,42.0,30.0,32.0,64.73,17.0,yes,graduate,9999999.0,no,anxiety,0.95,fail,2019.0,July,26.0,Friday,16.11809565095832
male,17.0,11,B,13.0,86.0,81.0,54.06,25.0,no,graduate,135000.0,sometimes,asthma,0.98,pass,2024.0,August,19.0,Monday,11.813037464800539
female,17.0,10,B,94.0,62.0,68.0,98.05,15.0,yes,not_reported,105000.0,yes,diabetes,0.81,fail,2024.0,March,21.0,Thursday,11.561725152903833
male,16.0,12,B,8.0,60.0,57.0,84.3,27.0,no,not_reported,140000.0,sometimes,not_reported,0.1,pass,2018.0,September,10.0,Monday,11.849404844423074
male,17.0,11,D,27.0,56.0,24.0,63.83,23.0,yes,not_reported,15000.0,sometimes,not_reported,0.43,pass,2021.0,June,24.0,Thursday,9.61587214452889
male,17.0,11,B,67.0,24.0,27.0,56.93,20.0,no,graduate,110000.0,sometimes,not_reported,0.74,fail,2024.0,June,18.0,Thursday,11.608244735642321
male,17.0,11,A,3.0,73.0,86.0,48.78,20.0,no,not_reported,180000.0,sometimes,depression,0.37,pass,2019.0,January,4.0,Friday,12.100717685412471
male,16.0,12,B,44.0,13.0,81.0,87.06,9.0,yes,graduate,10000.0,no,anxiety,0.2,fail,2025.0,August,29.0,Friday,9.210440366976517
female,16.0,11,B,51.0,99.0,47.0,72.1,31.0,no,not_reported,80000.0,yes,not_reported,0.19,pass,2020.0,May,23.0,Saturday,11.289794413577894
female,16.0,11,D,71.0,9.0,44.0,60.13,24.0,no,post_graduate,55000.0,no,not_reported,0.72,pass,2021.0,March,10.0,Wednesday,10.915106645867503
unknown,18.0,10,A,41.0,28.0,67.0,93.45,20.0,no,post_graduate,145000.0,yes,not_reported,0.12,pass,2022.0,July,3.0,Sunday,11.884495917930655
female,16.0,12,A,71.0,78.0,97.0,48.11,17.0,yes,graduate,105000.0,yes,not_reported,0.41,pass,2023.0,February,20.0,Monday,11.561725152903833
female,17.0,11,B,41.0,37.0,100.0,67.99,20.0,no,graduate,60000.0,no,not_reported,0.84,pass,2023.0,June,17.0,Saturday,11.002116507732017
male,17.0,10,B,8.0,69.0,75.0,64.89,32.0,yes,high_school,40000.0,sometimes,anxiety,0.27,pass,2025.0,July,2.0,Wednesday,10.596659732783579
unknown,17.0,11,C,18.0,18.0,32.0,75.05,20.0,no,graduate,10000.0,sometimes,depression,0.42,pass,2024.0,January,8.0,Monday,9.210440366976517
male,17.0,10,D,1.0,38.0,98.0,75.51,6.0,yes,post_graduate,45000.0,sometimes,not_reported,0.5,pass,2022.0,July,12.0,Tuesday,10.714439990727769
male,16.0,11,A,88.0,36.0,47.0,53.29,7.0,no,graduate,145000.0,sometimes,asthma,0.71,fail,2021.0,March,8.0,Monday,11.884495917930655
female,16.0,12,A,93.0,33.0,72.0,75.93,20.0,no,graduate,120000.0,sometimes,not_reported,0.46,fail,2024.0,June,4.0,Tuesday,11.695255355062795
unknown,16.0,12,C,18.0,27.0,71.0,43.07,27.0,yes,post_graduate,9999999.0,yes,depression,0.36,fail,2025.0,June,24.0,Tuesday,16.11809565095832
female,17.0,11,B,56.0,7.0,58.0,72.42,18.0,yes,graduate,95000.0,no,asthma,0.4,pass,2020.0,March,9.0,Monday,11.461642696843066
male,17.0,11,C,91.0,41.0,9.0,77.04,6.0,yes,post_graduate,100000.0,yes,asthma,0.5,pass,2024.0,November,29.0,Friday,11.51293546492023
female,15.0,11,C,56.0,53.0,10.0,41.73,20.0,no,graduate,85000.0,sometimes,diabetes,0.55,pass,2021.0,October,20.0,Wednesday,11.350418300109132
male,18.0,12,A,94.0,92.0,50.0,92.56,20.0,yes,graduate,115000.0,sometimes,diabetes,0.69,pass,2020.0,April,12.0,Sunday,11.652696102959753
unknown,17.0,11,C,28.0,5.0,60.0,43.82,29.0,yes,post_graduate,80000.0,sometimes,not_reported,0.2,fail,2018.0,November,18.0,Sunday,11.289794413577894
unknown,17.0,11,A,70.0,81.0,50.0,75.86,20.0,no,post_graduate,15000.0,sometimes,not_reported,0.79,fail,2020.0,January,4.0,Saturday,9.61587214452889
female,16.0,11,B,11.0,15.0,43.0,45.57,35.0,yes,high_school,100000.0,sometimes,asthma,0.28,pass,2018.0,February,20.0,Tuesday,11.51293546492023
male,17.0,11,A,51.0,51.0,43.0,96.83,20.0,yes,not_reported,165000.0,sometimes,depression,0.08,pass,2019.0,March,2.0,Saturday,12.013706813470414
male,17.0,10,A,59.0,59.0,48.0,63.12,20.0,no,post_graduate,25000.0,yes,anxiety,0.92,fail,2023.0,May,4.0,Thursday,10.12667110305036
unknown,17.0,11,A,26.0,22.0,13.0,74.77,19.0,yes,not_reported,120000.0,sometimes,not_reported,0.5,pass,2023.0,May,1.0,Monday,11.695255355062795
unknown,17.0,10,A,41.0,100.0,70.0,85.93,13.0,yes,not_reported,155000.0,no,diabetes,0.49,pass,2023.0,December,12.0,Tuesday,11.951186847493476
male,17.0,11,B,33.0,7.0,14.0,59.49,10.0,yes,not_reported,70000.0,sometimes,depression,0.58,fail,2021.0,July,14.0,Wednesday,11.156264806643742
male,17.0,11,D,35.0,97.0,66.0,99.51,20.0,yes,graduate,80000.0,yes,anxiety,0.69,pass,2022.0,October,22.0,Saturday,11.289794413577894
male,17.0,11,A,46.0,8.0,10.0,41.27,20.0,yes,post_graduate,50000.0,sometimes,asthma,0.81,pass,2018.0,February,12.0,Monday,10.819798284210286
female,17.0,11,B,22.0,100.0,19.0,93.2,20.0,no,not_reported,35000.0,sometimes,diabetes,0.5,pass,2019.0,May,12.0,Sunday,10.463131911491967
unknown,16.0,12,B,93.0,73.0,76.0,46.07,18.0,yes,not_reported,175000.0,yes,anxiety,0.19,fail,2019.0,August,28.0,Wednesday,12.07254696717504
male,18.0,10,A,87.0,19.0,49.0,90.93,19.0,no,post_graduate,9999999.0,no,asthma,0.45,pass,2020.0,October,11.0,Sunday,16.11809565095832
male,17.0,11,D,10.0,91.0,87.0,97.48,27.0,yes,graduate,40000.0,no,asthma,0.72,pass,2023.0,February,27.0,Monday,10.596659732783579
male,15.0,12,B,47.0,22.0,26.0,52.85,19.0,yes,not_reported,100000.0,no,anxiety,0.96,pass,2020.0,August,31.0,Monday,11.51293546492023
male,17.0,11,B,14.0,40.0,36.0,80.5,1.0,yes,not_reported,110000.0,sometimes,not_reported,0.42,fail,2024.0,December,7.0,Saturday,11.608244735642321
male,16.0,12,B,37.0,41.0,16.0,82.29,40.0,yes,not_reported,105000.0,sometimes,diabetes,0.73,pass,2018.0,March,11.0,Sunday,11.561725152903833
male,17.0,10,B,61.0,70.0,48.0,72.62,9.0,yes,graduate,190000.0,sometimes,not_reported,0.62,fail,2023.0,December,2.0,Saturday,12.154784614286667
male,17.0,10,A,97.0,5.0,63.0,87.26,31.0,yes,graduate,190000.0,sometimes,not_reported,0.32,fail,2023.0,December,15.0,Friday,12.154784614286667
female,17.0,11,B,66.0,66.0,79.0,85.85,20.0,no,high_school,15000.0,sometimes,not_reported,0.78,pass,2022.0,March,4.0,Friday,9.61587214452889
unknown,16.0,12,B,21.0,28.0,72.0,62.17,20.0,yes,post_graduate,110000.0,no,anxiety,0.82,fail,2020.0,December,22.0,Tuesday,11.608244735642321
unknown,16.0,10,B,91.0,20.0,41.0,92.84,30.0,yes,post_graduate,35000.0,no,depression,0.22,fail,2023.0,September,13.0,Wednesday,10.463131911491967
female,16.0,12,B,62.0,35.0,6.0,45.58,39.0,yes,not_reported,70000.0,no,anxiety,0.98,pass,2025.0,June,14.0,Saturday,11.156264806643742
male,16.0,12,A,85.0,82.0,94.0,95.1,32.0,yes,not_reported,160000.0,no,asthma,0.56,pass,2018.0,August,1.0,Wednesday,11.982935344196433
male,17.0,11,A,42.0,70.0,26.0,90.63,20.0,yes,not_reported,80000.0,yes,not_reported,0.07,pass,2023.0,March,4.0,Saturday,11.289794413577894
female,17.0,11,C,72.0,75.0,56.0,83.84,28.0,no,post_graduate,20000.0,sometimes,not_reported,0.84,pass,2025.0,July,4.0,Friday,9.90353755128617
male,17.0,11,B,91.0,68.0,58.0,86.85,24.0,no,post_graduate,195000.0,sometimes,not_reported,0.73,pass,2024.0,May,2.0,Thursday,12.180759965737863
male,17.0,11,B,51.0,55.0,10.0,58.75,30.0,no,not_reported,130000.0,sometimes,not_reported,0.92,fail,2019.0,May,6.0,Monday,11.775297421715827
female,16.0,12,B,65.0,17.0,6.0,76.9,26.0,yes,graduate,140000.0,no,anxiety,0.86,pass,2025.0,May,25.0,Sunday,11.849404844423074
male,16.0,12,A,51.0,50.0,82.0,47.76,29.0,no,graduate,120000.0,yes,diabetes,0.77,fail,2025.0,January,23.0,Thursday,11.695255355062795
female,17.0,11,D,2.0,24.0,19.0,84.08,20.0,yes,high_school,75000.0,sometimes,not_reported,0.97,pass,2019.0,June,16.0,Sunday,11.225256725762893
female,16.0,12,A,81.0,37.0,22.0,53.39,17.0,no,post_graduate,65000.0,yes,asthma,0.56,pass,2023.0,September,15.0,Friday,11.082157933374816
unknown,17.0,10,A,64.0,37.0,29.0,42.93,20.0,no,graduate,75000.0,sometimes,anxiety,0.6,pass,2025.0,July,31.0,Thursday,11.225256725762893
female,16.0,12,B,94.0,73.0,96.0,73.78,27.0,yes,high_school,195000.0,yes,anxiety,0.31,fail,2022.0,September,13.0,Tuesday,12.180759965737863
female,16.0,12,B,72.0,51.0,77.0,66.13,39.0,no,not_reported,125000.0,yes,anxiety,0.21,pass,2019.0,March,27.0,Wednesday,11.736077016252437
male,16.0,12,C,85.0,61.0,10.0,58.72,0.0,yes,graduate,105000.0,sometimes,asthma,0.39,pass,2021.0,June,7.0,Monday,11.561725152903833
male,17.0,11,A,26.0,52.0,51.0,94.78,27.0,no,not_reported,120000.0,sometimes,asthma,0.75,fail,2024.0,October,7.0,Monday,11.695255355062795
unknown,17.0,11,A,3.0,9.0,43.0,43.43,4.0,no,graduate,105000.0,no,diabetes,0.64,fail,2024.0,March,6.0,Wednesday,11.561725152903833
male,17.0,11,A,7.0,64.0,15.0,40.95,10.0,no,graduate,85000.0,no,depression,0.04,pass,2018.0,February,23.0,Friday,11.350418300109132
unknown,17.0,11,B,92.0,95.0,6.0,46.62,29.0,no,graduate,20000.0,sometimes,not_reported,0.78,fail,2024.0,June,18.0,Thursday,9.90353755128617
male,17.0,11,A,63.0,78.0,27.0,42.14,39.0,yes,graduate,40000.0,sometimes,asthma,0.74,pass,2021.0,July,14.0,Wednesday,10.596659732783579
unknown,17.0,10,B,69.0,24.0,81.0,83.27,2.0,no,not_reported,195000.0,no,asthma,0.17,pass,2024.0,December,9.0,Monday,12.180759965737863
male,17.0,10,A,60.0,1.0,38.0,89.71,20.0,no,graduate,165000.0,no,not_reported,0.29,pass,2024.0,June,12.0,Wednesday,12.013706813470414
unknown,16.0,12,D,17.0,15.0,99.0,49.78,40.0,no,post_graduate,65000.0,yes,diabetes,0.77,fail,2021.0,October,6.0,Wednesday,11.082157933374816
unknown,17.0,11,A,19.0,52.0,85.0,59.21,20.0,no,not_reported,95000.0,no,not_reported,0.66,fail,2023.0,April,9.0,Sunday,11.461642696843066
male,17.0,11,D,93.0,29.0,4.0,92.87,19.0,no,high_school,35000.0,yes,not_reported,0.37,pass,2025.0,September,9.0,Tuesday,10.463131911491967
unknown,17.0,11,D,63.0,59.0,75.0,58.9,20.0,yes,high_school,55000.0,sometimes,depression,0.04,fail,2019.0,February,28.0,Thursday,10.915106645867503
female,17.0,11,A,33.0,70.0,45.0,44.82,20.0,yes,not_reported,150000.0,sometimes,not_reported,0.24,fail,2022.0,December,16.0,Friday,11.918397239722838
male,17.0,12,D,94.0,90.0,27.0,68.83,18.0,yes,not_reported,45000.0,no,asthma,0.66,pass,2023.0,March,15.0,Wednesday,10.714439990727769
male,17.0,10,D,7.0,49.0,12.0,86.74,20.0,yes,graduate,115000.0,yes,anxiety,0.89,fail,2019.0,September,17.0,Tuesday,11.652696102959753
female,16.0,12,D,22.0,47.0,87.0,55.83,2.0,no,graduate,85000.0,sometimes,depression,0.03,pass,2025.0,July,10.0,Thursday,11.350418300109132
female,16.0,12,B,68.0,20.0,45.0,80.5,37.0,yes,not_reported,30000.0,yes,asthma,0.85,fail,2019.0,February,23.0,Saturday,10.308985993422082
male,17.0,11,B,1.0,61.0,80.0,58.95,16.0,yes,post_graduate,135000.0,sometimes,asthma,0.65,fail,2022.0,September,10.0,Saturday,11.813037464800539
male,17.0,10,B,36.0,88.0,61.0,40.67,20.0,no,not_reported,9999999.0,sometimes,not_reported,0.9,fail,2018.0,February,7.0,Wednesday,16.11809565095832
male,17.0,11,C,66.0,37.0,8.0,41.28,20.0,yes,post_graduate,10000.0,yes,anxiety,0.21,pass,2023.0,May,28.0,Sunday,9.210440366976517
male,17.0,11,A,16.0,34.0,36.0,85.15,35.0,no,high_school,185000.0,sometimes,not_reported,0.77,pass,2023.0,April,12.0,Wednesday,12.128116509451258
male,16.0,12,B,37.0,88.0,43.0,57.79,26.0,yes,high_school,30000.0,sometimes,diabetes,0.52,pass,2021.0,June,14.0,Monday,10.308985993422082
female,16.0,12,B,19.0,21.0,76.0,59.35,14.0,no,high_school,170000.0,sometimes,not_reported,0.55,fail,2025.0,March,30.0,Sunday,12.04355959836804
female,15.0,11,B,0.0,63.0,50.0,82.14,0.0,yes,not_reported,70000.0,sometimes,asthma,0.36,pass,2020.0,January,31.0,Friday,11.156264806643742
male,17.0,11,A,5.0,71.0,8.0,58.07,40.0,yes,not_reported,110000.0,no,depression,0.97,fail,2018.0,March,25.0,Sunday,11.608244735642321
unknown,16.0,12,B,14.0,4.0,45.0,65.45,40.0,no,post_graduate,105000.0,sometimes,asthma,0.87,pass,2020.0,October,5.0,Monday,11.561725152903833
male,16.0,12,C,89.0,53.0,88.0,70.53,32.0,no,not_reported,130000.0,yes,anxiety,0.71,fail,2024.0,June,18.0,Thursday,11.775297421715827
unknown,17.0,11,D,45.0,24.0,15.0,69.25,20.0,no,graduate,125000.0,sometimes,not_reported,0.01,fail,2019.0,August,22.0,Thursday,11.736077016252437
male,16.0,12,B,55.0,45.0,96.0,72.41,28.0,yes,graduate,120000.0,sometimes,diabetes,0.48,fail,2023.0,October,31.0,Tuesday,11.695255355062795
female,15.0,10,B,61.0,65.0,12.0,74.45,10.0,yes,not_reported,170000.0,yes,depression,0.42,pass,2020.0,May,18.0,Monday,12.04355959836804
male,16.0,12,B,47.0,66.0,45.0,63.03,11.0,yes,graduate,45000.0,yes,asthma,0.81,pass,2021.0,February,25.0,Thursday,10.714439990727769
female,17.0,12,B,88.0,95.0,1.0,60.49,20.0,no,not_reported,155000.0,yes,diabetes,0.06,pass,2018.0,June,24.0,Sunday,11.951186847493476
female,17.0,11,D,28.0,77.0,10.0,70.24,20.0,yes,post_graduate,30000.0,sometimes,not_reported,0.15,pass,2023.0,June,24.0,Saturday,10.308985993422082
male,17.0,10,A,79.0,67.0,76.0,59.18,14.0,yes,high_school,155000.0,sometimes,not_reported,0.99,fail,2022.0,August,5.0,Friday,11.951186847493476
unknown,17.0,10,C,56.0,55.0,97.0,87.84,40.0,no,not_reported,95000.0,sometimes,anxiety,0.23,pass,2020.0,September,6.0,Sunday,11.461642696843066
